Permission	Allowed	Denied
Email - Admin - Send Management - SMS Send Classification	false	false
Email - Admin - Send Management - SMS Send Classification - Create	false	false
Email - Admin - Send Management - SMS Send Classification - View	false	false
Email - Admin - Send Management - SMS Send Classification - Update	false	false
Email - Admin - Send Management - SMS Send Classification - Delete	false	false
Email - Admin - Send Management - Voice Sender Profile	false	false
Email - Admin - Send Management - Voice Sender Profile - Create	false	false
Email - Admin - Send Management - Voice Sender Profile - View	false	false
Email - Admin - Send Management - Voice Sender Profile - Update	false	false
Email - Admin - Send Management - Voice Sender Profile - Delete	false	false
Email - Admin - Send Management - Voice Delivery Profile	false	false
Email - Admin - Send Management - Voice Delivery Profile - Create	false	false
Email - Admin - Send Management - Voice Delivery Profile - View	false	false
Email - Admin - Send Management - Voice Delivery Profile - Update	false	false
Email - Admin - Send Management - Voice Delivery Profile - Delete	false	false
Email - Admin - Send Management - Voice Send Classification	false	false
Email - Admin - Send Management - Voice Send Classification - Create	false	false
Email - Admin - Send Management - Voice Send Classification - View	false	false
Email - Admin - Send Management - Voice Send Classification - Update	false	false
Email - Admin - Send Management - Voice Send Classification - Delete	false	false
Email - Admin - Send Management - Test Send Threshold	false	false
Email - Admin - Send Management - Test Send Threshold - View	false	false
Email - Admin - Send Management - Test Send Threshold - Update	false	false
Email - Admin - Send Management - URL Expiration	false	false
Email - Admin - Send Management - URL Expiration - Update	false	false
Email - Admin - Send Management - Subject/Preheader Validation	false	false
Email - Admin - Send Management - Subject/Preheader Validation - View	false	false
Email - Admin - Send Management - Subject/Preheader Validation - Update	false	false
Email - Admin - External Object Sources	false	false
Email - Admin - External Object Sources - File Location	false	false
Email - Admin - External Object Sources - File Location - Create	false	false
Email - Admin - External Object Sources - File Location - View	false	false
Email - Admin - External Object Sources - File Location - Update	false	false
Email - Admin - External Object Sources - File Location - Delete	false	false
Email - Admin - External Object Sources - Key Management	false	false
Email - Admin - External Object Sources - Key Management - Create	false	false
Email - Admin - External Object Sources - Key Management - View	false	false
Email - Admin - External Object Sources - Key Management - Update	false	false
Email - Admin - External Object Sources - Key Management - Delete	false	false
Email - Admin - Page Action	false	false
Email - Admin - Page Action - Create	false	false
Email - Admin - Page Action - View	false	false
Email - Admin - Page Action - Update	false	false
Email - Admin - Page Action - Delete	false	false
Email - Integrations	false	false
Email - Integrations - Microsoft CRM	false	false
Email - Integrations - Microsoft CRM - Access Marketing Cloud from External System	false	false
Email - Integrations - Microsoft CRM - Resubscribe	false	false
Email - Integrations - Microsoft CRM - Manage Data	false	false
Email - Integrations - Microsoft CRM - Access	false	false
Email - Integrations - Salesforce CRM	false	false
Email - Integrations - Salesforce CRM - Access Marketing Cloud from External System	true	false
Email - Integrations - Salesforce CRM - Resubscribe	false	false
Email - Integrations - Salesforce CRM - Manage Data	false	false
Email - Integrations - Salesforce Send	false	false
Email - Integrations - Salesforce Send - Create	false	false
Email - Integrations - Salesforce Send - View	false	false
Email - Integrations - Salesforce Send - Delete	false	false
Email - Integrations - Salesforce Send - Update	false	false
Email - Integrations - Salesforce Send - Schedule	false	false
Email - Integrations - Salesforce Send - Search	false	false
Email - Shared Folders	false	false
Email - Shared Folders - Shared Email Folders	false	false
Email - Shared Folders - Shared Email Folders - View	false	false
Email - Shared Folders - Shared Email Folders - Move	false	false
Email - Shared Folders - Shared Email Folders - Delete	false	false
Email - Shared Folders - Shared Email Folders - Rename	false	false
Email - Shared Folders - Shared Email Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Email Folders - Share	false	false
Email - Shared Folders - Shared Template Folders	false	false
Email - Shared Folders - Shared Template Folders - View	false	false
Email - Shared Folders - Shared Template Folders - Move	false	false
Email - Shared Folders - Shared Template Folders - Delete	false	false
Email - Shared Folders - Shared Template Folders - Rename	false	false
Email - Shared Folders - Shared Template Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Template Folders - Share	false	false
Email - Shared Folders - Shared Portfolio Folders	false	false
Email - Shared Folders - Shared Portfolio Folders - View	false	false
Email - Shared Folders - Shared Portfolio Folders - Move	false	false
Email - Shared Folders - Shared Portfolio Folders - Delete	false	false
Email - Shared Folders - Shared Portfolio Folders - Rename	false	false
Email - Shared Folders - Shared Portfolio Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Portfolio Folders - Share	false	false
Email - Shared Folders - Shared Content Area Folders	false	false
Email - Shared Folders - Shared Content Area Folders - View	false	false
Email - Shared Folders - Shared Content Area Folders - Move	false	false
Email - Shared Folders - Shared Content Area Folders - Delete	false	false
Email - Shared Folders - Shared Content Area Folders - Rename	false	false
Email - Shared Folders - Shared Content Area Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Content Area Folders - Share	false	false
Email - Shared Folders - Shared Data Extension Folders	false	false
Email - Shared Folders - Shared Data Extension Folders - View	false	false
Email - Shared Folders - Shared Data Extension Folders - Move	false	false
Email - Shared Folders - Shared Data Extension Folders - Delete	false	false
Email - Shared Folders - Shared Data Extension Folders - Rename	false	false
Email - Shared Folders - Shared Data Extension Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Data Extension Folders - Share	false	false
Email - Shared Folders - Shared Publication List Folders	false	false
Email - Shared Folders - Shared Publication List Folders - View	false	false
Email - Shared Folders - Shared Publication List Folders - Move	false	false
Email - Shared Folders - Shared Publication List Folders - Delete	false	false
Email - Shared Folders - Shared Publication List Folders - Rename	false	false
Email - Shared Folders - Shared Publication List Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Publication List Folders - Share	false	false
Email - Shared Folders - Shared Suppression List Folders	false	false
Email - Shared Folders - Shared Suppression List Folders - View	false	false
Email - Shared Folders - Shared Suppression List Folders - Move	false	false
Email - Shared Folders - Shared Suppression List Folders - Delete	false	false
Email - Shared Folders - Shared Suppression List Folders - Rename	false	false
Email - Shared Folders - Shared Suppression List Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Suppression List Folders - Share	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - View	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - Move	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - Delete	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - Rename	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - Create Sub Folder	false	false
Email - Shared Folders - Shared Salesforce Data Extension Folders - Share	false	false
Email - Authentication (Requires Enhanced Authentication)	false	false
Email - Authentication (Requires Enhanced Authentication) - SOAP Web Service Interface	false	false
Email - Authentication (Requires Enhanced Authentication) - SOAP Web Service Interface - SecPol 1; UsernameOverTransport (Default)	false	false
Email - Authentication (Requires Enhanced Authentication) - SOAP Web Service Interface - SecPol 2; UsernameForCertificate (overrides policy 1)	false	false
Email - Authentication (Requires Enhanced Authentication) - SOAP Web Service Interface - SecPol 3; SecPol 2 + Client Cert* (overrides policy 2)	false	false
Email - Authentication (Requires Enhanced Authentication) - SOAP Web Service Interface - SecPol 4; Username Token + Client and Server Signature (overrides policy 3) 	false	false
Email - General	false	false
Email - General - Access	true	false
Email - A/B Testing	false	false
Email - A/B Testing - Create/Copy	false	false
Email - A/B Testing - Create/Copy - Subject Tests	false	false
Email - A/B Testing - Create/Copy - Email Tests	false	false
Email - A/B Testing - Create/Copy - Content Tests	false	false
Email - A/B Testing - Create/Copy - From Tests	false	false
Email - A/B Testing - Create/Copy - Send Date Tests	false	false
Email - A/B Testing - Create/Copy - PreHeader Tests	false	false
Email - A/B Testing - General	false	false
Email - A/B Testing - General - Delete	false	false
Email - A/B Testing - General - Send/Schedule	false	false
Email - A/B Testing - General - Cancel	false	false
Email - A/B Testing - General - Export	false	false
Email - A/B Testing - General - View	false	false
Email - A/B Testing - General - Access	true	false
Email - Blockout Dates	false	false
Email - Blockout Dates - View	false	false
Email - Blockout Dates - Modify	false	false
Email - Advanced Preview Options	false	false
Email - Advanced Preview Options - Integrate with Litmus	true	false
Email - Advanced Preview Options - Litmus Trial Previews	true	false
Email - Proofing Tools	false	false
Email - Proofing Tools - Region Tracking Report Access	false	false
Discover	false	false
Discover - Access	true	false
Discover - View	false	false
Discover - Create	true	false
Discover - Delete	false	false
Discover - Edit	false	false
Discover - Share	false	false
CampaignAnalytics	false	false
CampaignAnalytics - View	false	false
CampaignAnalytics - Share	false	false
CampaignAnalytics - Create	false	false
CampaignAnalytics - Edit	false	false
CampaignAnalytics - Delete	false	false
Administration	false	false
Administration - Users	false	false
Administration - Users - Create	false	false
Administration - Users - View	true	false
Administration - Users - Update	false	false
Administration - Users - Disable	false	false
Administration - Users - Manage Roles	false	false
Administration - Users - Manage Business Units	false	false
Administration - Business Units	false	false
Administration - Business Units - Create	false	false
Administration - Business Units - View	false	false
Administration - Business Units - Update	false	false
Administration - Business Units - Delete	false	false
Administration - Business Units - Manage Roles	false	false
Administration - Business Units - View Users	false	false
Administration - Business Units - Define Subscriber Filter	false	false
Administration - Roles	false	false
Administration - Roles - Create	false	false
Administration - Roles - View	false	false
Administration - Roles - Update	false	false
Administration - Roles - Delete	false	false
Administration - Roles - View Assignments	false	false
Administration - Account	false	false
Administration - Account - Update Account and Security Settings	false	false
Administration - Account - Create	false	false
Administration - Account - View	false	false
Administration - Account - Update	false	false
Administration - Account - Delete	false	false
Administration - Account - View Subscription Details	false	false
Administration - Account - Download Data Extension Storage Details	false	false
Administration - General	false	false
Administration - General - Access	false	false
Administration - Webhooks	false	false
Administration - Webhooks - Create Webhook	false	false
Administration - Webhooks - View Webhook	false	false
Administration - Webhooks - Update Webhook	false	false
Administration - Webhooks - Delete Webhook	false	false
Administration - Installed Packages	false	false
Administration - Installed Packages - Administer	false	false
Administration - Content Builder Admin	false	false
Administration - Content Builder Admin - Access	false	false
Administration - Custom Domains	false	false
Administration - Custom Domains - Administer Custom Domains	false	false
Administration - Cross Cloud Integration	false	false
Administration - Cross Cloud Integration - External Tenant	false	false
Administration - Cross Cloud Integration - External Tenant - Create	false	false
Administration - Cross Cloud Integration - External Tenant - View	false	false
Administration - Cross Cloud Integration - External Tenant - Update	false	false
Administration - Cross Cloud Integration - External Tenant - Delete	false	false
Administration - Cross Cloud Integration - Market Audience	false	false
Administration - Cross Cloud Integration - Market Audience - Create	false	false
Administration - Cross Cloud Integration - Market Audience - View	false	false
Administration - Cross Cloud Integration - Market Audience - Update	false	false
Administration - Cross Cloud Integration - Market Audience - Delete	false	false
Administration - Cross Cloud Integration - Market Audience Member	false	false
Administration - Cross Cloud Integration - Market Audience Member - Create	false	false
Administration - Cross Cloud Integration - Market Audience Member - View	false	false
Administration - Cross Cloud Integration - Market Audience Member - Update	false	false
Administration - Cross Cloud Integration - Market Audience Member - Delete	false	false
Audience Builder Enabler	false	false
Audience Builder Enabler - Access	false	false
Xpress	false	false
Xpress - General	false	false
Xpress - General - Access	true	false
Xpress - Subscribers	false	false
Xpress - Subscribers - CreateEditDeleteImport	true	false
Xpress - Subscribers - View	true	false
Xpress - Lists	false	false
Xpress - Lists - Create	true	false
Xpress - Lists - Delete	true	false
Xpress - Email	false	false
Xpress - Email - Create and Edit	true	false
Xpress - Email - CreateWithHtmlPaste	true	false
Xpress - Email - Send	true	false
Xpress - Email - ExportTrackingInformation	true	false
Xpress - Email - PostToFacebook	true	false
Xpress - Email - PostToTwitter	true	false
Xpress - Email - SendToDataExtensions	true	false
Xpress - Email - SendToLists	true	false
Xpress - Email - SendToGroups	true	false
Xpress - Email - SendToSharedDataExtensions	true	false
Xpress - Email - SendToFilters	true	false
Xpress - All Subscribers	false	false
Xpress - All Subscribers - View Subscribers	false	false
Xpress - All Subscribers - SendEmailToList	false	false
Xpress - All Subscribers - BuildSegmentOn	true	false
Approvals (Email)	false	false
Approvals (Email) - Approve and Decline	false	false
Approvals (Email) - Bypass Approval	false	false
Distributed Sending	false	false
Distributed Sending - General	false	false
Distributed Sending - General - Access	true	false
Distributed Sending - Distributed Sending Content	false	false
Distributed Sending - Distributed Sending Content - Edit HTML	false	false
Distributed Sending - Distributed Sending Content - Restricted Formatting	false	false
MobilePush	false	false
MobilePush - General	false	false
MobilePush - General - Access	true	false
MobilePush - General - Administer MobilePush	true	false
MobilePush - Message	false	false
MobilePush - Message - Create and Edit	true	false
MobilePush - Message - Delete	true	false
MobilePush - Message - Schedule and Send Message	true	false
MobilePush - Reporting	false	false
MobilePush - Reporting - View Reports	true	false
MobilePush - Key Management	false	false
MobilePush - Key Management - View Key Management	false	false
MobilePush - Key Management - Edit Key Management	false	false
Journey Builder	false	false
Journey Builder - General	false	false
Journey Builder - General - Access, View	true	false
Journey Builder - Automation	false	false
Journey Builder - Automation - Create, Edit	true	false
Journey Builder - Automation - Activate/Stop/Pause/Resume/Send/Schedule (journey state)	false	false
Journey Builder - Automation - Delete	false	false
Journey Builder - Automation - Adjust System Priority	false	false
Journey Builder - Sales And Service Cloud	false	false
Journey Builder - Sales And Service Cloud - Create Events	false	false
Journey Builder - Sales And Service Cloud - Create Activities	false	false
Reports	false	false
Reports - General	false	false
Reports - General - Run	true	false
Reports - General - Delete	true	false
Reports - General - Access	true	false
Reports - General - Subscriber-Level Data	true	false
Reports - General - Export/Schedule	true	false
Reports - Report Catalog	false	false
Reports - Report Catalog - Campaigns	false	false
Reports - Report Catalog - Campaigns - Access	true	false
Reports - Report Catalog - Email	false	false
Reports - Report Catalog - Email - Create Administration	false	false
Reports - Report Catalog - Email - Create Custom	true	false
Reports - Report Catalog - Email - Access	true	false
Reports - Report Catalog - MobileConnect	false	false
Reports - Report Catalog - MobileConnect - Access	true	false
Reports - Report Catalog - SocialPages	false	false
Reports - Report Catalog - SocialPages - Access	true	false
Reports - Report Catalog - MobilePush	false	false
Reports - Report Catalog - MobilePush - Access	true	false
Reports - Report Catalog - CloudPages	false	false
Reports - Report Catalog - CloudPages - Access	true	false
Reports - Report Catalog - Contacts	false	false
Reports - Report Catalog - Contacts - Access	true	false
HubExchange	false	false
HubExchange - View	true	false
HubExchange - Update	false	false
HubExchange - Delete	false	false
HubExchange - Install	false	false
HubExchange - HX Admin	false	false
AdobeAnalytics	false	false
AdobeAnalytics - View	false	false
Tags	false	false
Tags - Create	true	false
Tags - Edit	true	false
Tags - Delete	true	false
Tags - Associate/Disassociate 	true	false
Tags - View	true	false
tmMessenger	false	false
tmMessenger - General	false	false
tmMessenger - General - Access	false	false
tmMessenger - General - Admin Access	false	false
LEMI	false	false
LEMI - General	false	false
LEMI - General - Access	false	false
Extension Manager	false	false
Extension Manager - Access	false	false
GroupConnect	false	false
GroupConnect - General	false	false
GroupConnect - General - Access	true	false
GroupConnect - General - Administer GroupConnect	true	false
GroupConnect - Message	false	false
GroupConnect - Message - Create and Edit	true	false
GroupConnect - Message - Delete	true	false
GroupConnect - Message - Schedule and Send Message	true	false
GroupConnect - OTT Chat Messaging	false	false
GroupConnect - OTT Chat Messaging - View	true	false
GroupConnect - OTT Chat Messaging - Send	true	false
GroupConnect - OTT Chat Message Accounts	false	false
GroupConnect - OTT Chat Message Accounts - View	true	false
GroupConnect - OTT Chat Message Accounts - Update	true	false
GroupConnect - Content	false	false
GroupConnect - Content - Rich Media	false	false
GroupConnect - Content - Rich Media - View	false	false
GroupConnect - Content - Rich Media - Update	false	false
Transactional Sending	false	false
Transactional Sending - General	false	false
Transactional Sending - General - Access	true	false
Transactional Sending - Overview	false	false
Transactional Sending - Overview - View	true	false
Transactional Sending - System Log	false	false
Transactional Sending - System Log - View	true	false
Transactional Sending - System Log - Export	true	false
Transactional Sending - Paused Queue	false	false
Transactional Sending - Paused Queue - View	true	false
Transactional Sending - Paused Queue - Delete	true	false
Transactional Sending - Paused Queue - Export	true	false
Transactional Sending - Messages	false	false
Transactional Sending - Messages - General	false	false
Transactional Sending - Messages - General - View	true	false
Transactional Sending - Messages - General - Create	true	false
Transactional Sending - Messages - General - Update	true	false
Transactional Sending - Messages - General - Delete	true	false
Transactional Sending - Messages - Tracking	false	false
Transactional Sending - Messages - Tracking - View	true	false
Transactional Sending - Messages - Tracking - Export	true	false
Transactional Sending - Messages - State Management	false	false
Transactional Sending - Messages - State Management - Pause/Resume	true	false
Transactional Sending - Messages - State Management - Publish	true	false
Transactional Sending - Messages - State Management - Stop/Restart	true	false
CloudPages	false	false
CloudPages - General	false	false
CloudPages - General - Report Access	true	false
CloudPages - General - Access	true	false
CloudPages - General - Create	true	false
CloudPages - General - Edit	true	false
CloudPages - General - Delete	true	false
CloudPages - General - View	true	false
CloudPages - General - Publish/Unpublish	true	false
CloudPages - Admin	false	false
CloudPages - Channel Manager	false	false
Content Builder	false	false
Content Builder - Assets	false	false
Content Builder - Assets - Create	false	false
Content Builder - Assets - Upload	false	false
Content Builder - Assets - View	false	false
Content Builder - Assets - Update	false	false
Content Builder - Assets - Delete	false	false
Content Builder - Assets - Share	false	false
Content Builder - Assets - Transfer Ownership	false	false
Content Builder - Assets - Publish	false	false
Content Builder - Assets - ActivateExpire	false	false
Content Builder - Assets - ManageVersions	false	false
Content Builder - Assets - Download	false	false
Content Builder - Assets - Comment	false	false
Content Builder - Assets - Subscriber Preview	true	false
Content Builder - Folders	false	false
Content Builder - Folders - Create	false	false
Content Builder - Folders - View	true	false
Content Builder - Folders - Move	false	false
Content Builder - Folders - Rename	false	false
Content Builder - Folders - Delete	false	false
Content Builder - Folders - Share Contents	false	false
Content Builder - Folders - Update	false	false
Content Builder - Shared Folders	false	false
Content Builder - Shared Folders - Create	false	false
Content Builder - Shared Folders - View	false	false
Content Builder - Shared Folders - Move	false	false
Content Builder - Shared Folders - Rename	false	false
Content Builder - Shared Folders - Edit Sharing Properties	false	false
Content Builder - Shared Folders - Delete	false	false
Content Builder - Third-Party Content Administrator	false	false
Content Builder - Third-Party Content Administrator - Access	false	false
Email Send Wizard	false	false
Email Send Wizard - General	false	false
Email Send Wizard - General - Access	true	false
Email Send Wizard - Content	false	false
Email Send Wizard - Content - Subject Symbols	true	false
Email Send Wizard - Content - Preheader	true	false
Email Send Wizard - Content - Campaign	true	false
Email Send Wizard - Content - Send Classificiation	true	false
Email Send Wizard - Content - Account From and Reply	true	false
Email Send Wizard - Audience	false	false
Email Send Wizard - Audience - Publication List	true	false
Email Send Wizard - Audience - Subscriber Lists	false	false
Email Send Wizard - Audience - Data Extensions	false	false
Email Send Wizard - Audience - Suppression List	false	false
Email Send Wizard - Audience - Domain Exclusion	false	false
Email Send Wizard - Audience - ExclusionScript	false	false
Email Send Wizard - Advanced Options	false	false
Email Send Wizard - Advanced Options - Clicks	true	false
Email Send Wizard - Advanced Options - Multipart MIME	false	false
Email Send Wizard - Advanced Options - Send Log	false	false
Email Send Wizard - Advanced Options - Suppress from Send Report	false	false
Email Send Wizard - Advanced Options - CC	false	false
Email Send Wizard - Advanced Options - BCC	false	false
Email Send Wizard - Advanced Options - Keyword	false	false
Email Send Wizard - Advanced Options - Send Throttling	false	false
Email Send Wizard - Advanced Options - Error Threshold	false	false
Workflows and Approvals	false	false
Workflows and Approvals - Workflow Teams	false	false
Workflows and Approvals - Workflow Teams - Create, Edit and Copy	false	false
Workflows and Approvals - Workflow Teams - Delete	false	false
Workflows and Approvals - Workflow Teams - Add/Remove Users	true	false
Workflows and Approvals - Workflow Teams - View	false	false
Workflows and Approvals - Approvals	false	false
Workflows and Approvals - Approvals - Comments	false	false
Workflows and Approvals - Approvals - Comments - Edit Any User's Comments	true	false
Workflows and Approvals - Approvals - Comments - Delete Any User's Comments	true	false
Workflows and Approvals - Approvals - Comments - Delete Threads	true	false
Workflows and Approvals - Approvals - Comments - View	true	false
Workflows and Approvals - Approvals - Approval Items	false	false
Workflows and Approvals - Approvals - Approval Items - Create and Edit	true	false
Workflows and Approvals - Approvals - Approval Items - Delete	true	false
Workflows and Approvals - Approvals - Approval Items - View	true	false
Workflows and Approvals - General	false	false
Workflows and Approvals - General - Create and Edit Workflow Definitions	false	false
Workflows and Approvals - General - Enable Approvals for Any Channel	false	false
Workflows and Approvals - General - View Workflow Definitions	false	false
Workflows and Approvals - General - Delete Workflow Definitions	false	false
Workflows and Approvals - WorkFlow Role Instance	false	false
Workflows and Approvals - WorkFlow Role Instance - View	false	false
Workflows and Approvals - WorkFlow Role Instance - Create	false	false
Workflows and Approvals - WorkFlow Role Instance - Delete	false	false
Advertising Studio Audiences	false	false
Advertising Studio Audiences - General	false	false
Advertising Studio Audiences - General - Delete Audience	false	false
Advertising Studio Audiences - General - Add/Delete Ad Account	false	false
Advertising Studio Audiences - General - Access	true	false
Analytics	false	false
Analytics - Reporting	false	false
Analytics - Reporting - View	true	false
Analytics - Google Analytics	false	false
Analytics - Google Analytics - Administration	false	false
Analytics - Google Analytics - Administration - View	false	false
Analytics - Google Analytics - Administration - Edit	false	false
Analytics - Google Analytics - Tracking	false	false
Analytics - Google Analytics - Tracking - View	false	false
Analytics - Google Analytics - Tracking - Create	false	false
Analytics - Google Analytics - Audiences	false	false
Analytics - Google Analytics - Audiences - View	false	false
Analytics - Google Analytics - Audiences - Create	false	false
Analytics - Google Analytics - Audiences - Edit	false	false
Analytics - Google Analytics - Authorized Views	false	false
Analytics - Google Analytics - Authorized Views - View	true	false
Analytics - Tracking	false	false
Analytics - Tracking - View	false	false
Analytics - Tracking - Create	false	false
Salesforce DMP	false	false
Salesforce DMP - Audiences	false	false
Salesforce DMP - Audiences - Create	false	false
Salesforce DMP - Audiences - Edit	false	false
Salesforce DMP - Integration	false	false
Salesforce DMP - Integration - Create	false	false
Salesforce DMP - Integration - Edit	false	false
Salesforce DMP - Integration - View	false	false
Interaction Studio - Legacy	false	false
Interaction Studio - Legacy - Access	false	false
Interaction Studio - Legacy - Access - Access (NA)	false	false
Interaction Studio - Legacy - Access - Access (EU)	false	false
Interaction Studio - Legacy - Access - Access (AP)	false	false
Interaction Studio - Legacy - General	false	false
Interaction Studio - Legacy - General - Space Admin	false	false
Interaction Studio - Legacy - General - Create, Edit	false	false
Interaction Studio - Legacy - General - Publish	false	false
Interaction Studio - Legacy - General - Tenant Admin	false	false
Event Notifications	false	false
Event Notifications - Callbacks	false	false
Event Notifications - Callbacks - Create	false	false
Event Notifications - Callbacks - View	false	false
Event Notifications - Callbacks - Update	false	false
Event Notifications - Callbacks - Delete	false	false
Event Notifications - Subscriptions	false	false
Event Notifications - Subscriptions - Create	false	false
Event Notifications - Subscriptions - View	false	false
Event Notifications - Subscriptions - Update	false	false
Event Notifications - Subscriptions - Delete	false	false
Audit Trail	false	false
Audit Trail - Administer Audit Trail	false	false
Intelligence	false	false
Intelligence - Enable Intelligence Integration	false	false
Data Factory Utility	false	false
Data Factory Utility - Configuration	false	false
Database Encryption	false	false
Database Encryption - View	false	false
Database Encryption - Rotate Key	false	false
Database Encryption - Revoke Key	false	false
Personalization	false	false
Personalization - Access	false	false
Personalization - Admin	false	false
Intelligence Reports	false	false
Intelligence Reports - General	false	false
Intelligence Reports - General - Access, View and Export	true	false
Intelligence Reports - General - Schedule	true	false
Intelligence Reports - General - Create and Edit	true	false
Einstein Data Analytics	false	false
Einstein Data Analytics - Setup	false	false
Package Manager	false	false
Package Manager - Package	false	false
Package Manager - Deploy	false	false
Deep Links	false	false
Deep Links - Assets	false	false
Deep Links - Assets - View	false	false
Deep Links - Assets - Create	false	false
Deep Links - Assets - Delete	false	false
Deep Links - Settings	false	false
Deep Links - Settings - View	false	false
Deep Links - Settings - Create	false	false
Contacts	false	false
Contacts - Contact Builder	false	false
Contacts - Contact Builder - Administer Contact Data Model.	true	false
Contacts - Contact Builder - View All Contacts	false	false
Contacts - Contact Builder - Delete Contacts	true	false
Contacts - Contact Builder - Access	true	false
Contacts - Contact to Business Unit Mapping	false	false
Contacts - Contact to Business Unit Mapping - Create	false	false
Contacts - Contact to Business Unit Mapping - View	false	false
Contacts - Contact to Business Unit Mapping - Update	false	false
Contacts - Contact to Business Unit Mapping - Delete	false	false
Security	false	false
Security - HTTP Headers	false	false
Security - HTTP Headers - View	false	false
Security - HTTP Headers - Update	false	false
Security - HTTP Headers - Delete	false	false
E360 Analytics Provisioning API	false	false
E360 Analytics Provisioning API - View	false	false
E360 Analytics Provisioning API - Update	false	false
E360 Analytics Provisioning API - Delete	false	false